prefecture,date,year,month,day,week,newpositive,I,R,D,severe,入院中,宿泊療養,自宅療養,調整中,軽症中等症,stringdate,陽性者数累計
Tokyo,21973,2020,2,28,6,0,21,15,1,5,21,0,0,0,16,2020-02-28,37
Tokyo,21974,2020,2,29,6,0,21,15,1,5,21,0,0,0,16,2020-02-29,37
Tokyo,21975,2020,3,1,6,2,23,15,1,5,23,0,0,0,18,2020-03-01,39
Tokyo,21976,2020,3,2,7,0,23,15,1,5,23,0,0,0,18,2020-03-02,39
Tokyo,21977,2020,3,3,7,1,22,17,1,5,22,0,0,0,17,2020-03-03,40
Tokyo,21978,2020,3,4,7,4,26,17,1,6,26,0,0,0,20,2020-03-04,44
Tokyo,21979,2020,3,5,7,8,32,19,1,7,32,0,0,0,25,2020-03-05,52
Tokyo,21980,2020,3,6,7,6,37,20,1,8,37,0,0,0,29,2020-03-06,58
Tokyo,21981,2020,3,7,7,6,43,20,1,8,43,0,0,0,35,2020-03-07,64
Tokyo,21982,2020,3,8,7,0,43,20,1,8,43,0,0,0,35,2020-03-08,64
Tokyo,21983,2020,3,9,8,0,40,22,2,7,40,0,0,0,33,2020-03-09,64
Tokyo,21984,2020,3,10,8,3,43,22,2,8,43,0,0,0,35,2020-03-10,67
Tokyo,21985,2020,3,11,8,6,49,22,2,7,49,0,0,0,42,2020-03-11,73
Tokyo,21986,2020,3,12,8,2,51,22,2,7,51,0,0,0,44,2020-03-12,75
Tokyo,21987,2020,3,13,8,2,53,22,2,8,53,0,0,0,45,2020-03-13,77
Tokyo,21988,2020,3,14,8,10,63,22,2,8,63,0,0,0,55,2020-03-14,87
Tokyo,21989,2020,3,15,8,3,66,22,2,8,66,0,0,0,58,2020-03-15,90
Tokyo,21990,2020,3,16,9,0,66,22,2,8,66,0,0,0,58,2020-03-16,90
Tokyo,21991,2020,3,17,9,12,70,30,2,8,70,0,0,0,62,2020-03-17,102
Tokyo,21992,2020,3,18,9,9,79,30,2,8,79,0,0,0,71,2020-03-18,111
Tokyo,21993,2020,3,19,9,7,85,31,2,9,85,0,0,0,76,2020-03-19,118
Tokyo,21994,2020,3,20,9,11,95,31,3,9,95,0,0,0,86,2020-03-20,129
Tokyo,21995,2020,3,21,9,7,101,31,4,9,101,0,0,0,92,2020-03-21,136
Tokyo,21996,2020,3,22,9,2,103,31,4,9,103,0,0,0,94,2020-03-22,138
Tokyo,21997,2020,3,23,10,16,119,31,4,11,119,0,0,0,108,2020-03-23,154
Tokyo,21998,2020,3,24,10,17,135,31,5,11,135,0,0,0,124,2020-03-24,171
Tokyo,21999,2020,3,25,10,41,176,31,5,12,176,0,0,0,164,2020-03-25,212
Tokyo,22000,2020,3,26,10,47,223,31,5,15,223,0,0,0,208,2020-03-26,259
Tokyo,22001,2020,3,27,10,40,254,39,6,15,254,0,0,0,239,2020-03-27,299
Tokyo,22002,2020,3,28,10,63,315,40,7,14,315,0,0,0,301,2020-03-28,362
Tokyo,22003,2020,3,29,10,68,382,40,8,15,382,0,0,0,367,2020-03-29,430
Tokyo,22004,2020,3,30,11,13,394,40,9,16,394,0,0,0,378,2020-03-30,443
Tokyo,22005,2020,3,31,11,78,465,40,16,16,465,0,0,0,449,2020-03-31,521
Tokyo,22006,2020,4,1,11,66,531,40,16,17,531,0,0,0,514,2020-04-01,587
Tokyo,22007,2020,4,2,11,97,628,40,16,18,628,0,0,0,610,2020-04-02,684
Tokyo,22008,2020,4,3,11,89,704,51,18,22,704,0,0,0,682,2020-04-03,773
Tokyo,22009,2020,4,4,11,116,815,51,23,22,815,0,0,0,793,2020-04-04,889
Tokyo,22010,2020,4,5,11,144,951,52,30,24,951,0,0,0,927,2020-04-05,1033
Tokyo,22011,2020,4,6,12,83,1034,52,30,27,1034,0,0,0,1007,2020-04-06,1116
Tokyo,22012,2020,4,7,12,79,1112,52,31,27,1112,0,0,0,1085,2020-04-07,1195
Tokyo,22013,2020,4,8,12,143,1251,52,35,29,1251,0,0,0,1222,2020-04-08,1338
Tokyo,22014,2020,4,9,12,178,1428,52,36,30,1428,0,0,0,1398,2020-04-09,1516
Tokyo,22015,2020,4,10,12,187,1611,52,40,31,1611,0,0,0,1580,2020-04-10,1703
Tokyo,22016,2020,4,11,12,199,1810,52,40,34,1810,0,0,0,1776,2020-04-11,1902
Tokyo,22017,2020,4,12,12,166,1974,52,42,37,1974,0,0,0,1937,2020-04-12,2068
Tokyo,22018,2020,4,13,13,90,2064,52,42,40,2064,0,0,0,2024,2020-04-13,2158
Tokyo,22019,2020,4,14,13,160,2219,52,47,40,2219,0,0,0,2179,2020-04-14,2318
Tokyo,22020,2020,4,15,13,127,2340,52,53,42,2340,0,0,0,2298,2020-04-15,2445
Tokyo,22021,2020,4,16,13,150,2487,52,56,50,2487,0,0,0,2437,2020-04-16,2595
Tokyo,22022,2020,4,17,13,199,2679,52,63,54,2679,0,0,0,2625,2020-04-17,2794
Tokyo,22023,2020,4,18,13,181,2690,216,69,55,2690,0,0,0,2635,2020-04-18,2975
Tokyo,22024,2020,4,19,13,107,2711,297,74,57,2711,0,0,0,2654,2020-04-19,3082
Tokyo,22025,2020,4,20,14,102,2507,600,77,60,2507,0,0,0,2447,2020-04-20,3184
Tokyo,22026,2020,4,21,14,123,2601,625,81,61,2601,0,0,0,2540,2020-04-21,3307
Tokyo,22027,2020,4,22,14,132,2461,897,81,62,2461,0,0,0,2399,2020-04-22,3439
Tokyo,22028,2020,4,23,14,133,2548,937,87,63,2548,0,0,0,2485,2020-04-23,3572
Tokyo,22029,2020,4,24,14,161,2688,952,93,63,2688,0,0,0,2625,2020-04-24,3733
Tokyo,22030,2020,4,25,14,103,2766,970,100,62,2766,0,0,0,2704,2020-04-25,3836
Tokyo,22031,2020,4,26,14,72,2814,994,100,66,2814,0,0,0,2748,2020-04-26,3908
Tokyo,22032,2020,4,27,15,39,2668,1173,106,93,2668,0,0,0,2575,2020-04-27,3947
Tokyo,22033,2020,4,28,15,112,2690,1261,108,105,2690,0,0,0,2585,2020-04-28,4059
Tokyo,22034,2020,4,29,15,47,2718,1271,117,105,2718,0,0,0,2613,2020-04-29,4106
Tokyo,22035,2020,4,30,15,46,2608,1424,120,101,2608,0,0,0,2507,2020-04-30,4152
Tokyo,22036,2020,5,1,15,165,2673,1518,126,97,2673,0,0,0,2576,2020-05-01,4317
Tokyo,22037,2020,5,2,15,157,2783,1550,141,100,2783,0,0,0,2683,2020-05-02,4474
Tokyo,22038,2020,5,3,15,94,2856,1567,145,97,2856,0,0,0,2759,2020-05-03,4568
Tokyo,22039,2020,5,4,16,86,2915,1589,150,92,2915,0,0,0,2823,2020-05-04,4654
Tokyo,22040,2020,5,5,16,58,2950,1612,150,93,2950,0,0,0,2857,2020-05-05,4712
Tokyo,22041,2020,5,6,16,36,2974,1619,155,91,2974,0,0,0,2883,2020-05-06,4748
Tokyo,22042,2020,5,7,16,23,2679,1932,160,87,2679,0,0,0,2592,2020-05-07,4771
Tokyo,22043,2020,5,8,16,39,2503,2136,171,78,2503,0,0,0,2425,2020-05-08,4810
Tokyo,22044,2020,5,9,16,36,2514,2152,180,83,2514,0,0,0,2431,2020-05-09,4846
Tokyo,22045,2020,5,10,16,22,2518,2170,180,71,2518,0,0,0,2447,2020-05-10,4868
Tokyo,22046,2020,5,11,17,15,2509,2185,189,65,2509,0,0,0,2444,2020-05-11,4883
Tokyo,22047,2020,5,12,17,104,1890,2901,196,56,1413,125,352,0,1357,2020-05-12,4987
Tokyo,22048,2020,5,13,17,10,1755,3039,203,52,1320,117,318,0,1268,2020-05-13,4997
Tokyo,22049,2020,5,14,17,30,1583,3232,212,54,1199,108,276,0,1145,2020-05-14,5027
Tokyo,22050,2020,5,15,17,9,1431,3386,219,53,1077,99,255,0,1024,2020-05-15,5036
Tokyo,22051,2020,5,16,17,14,1346,3474,230,55,1033,79,234,0,978,2020-05-16,5050
Tokyo,22052,2020,5,17,17,5,1306,3512,237,54,1024,60,222,0,970,2020-05-17,5055
Tokyo,22053,2020,5,18,18,10,1192,3632,241,52,935,54,203,0,883,2020-05-18,5065
Tokyo,22054,2020,5,19,18,5,978,3848,244,49,831,55,92,0,782,2020-05-19,5070
Tokyo,22055,2020,5,20,18,5,887,3941,247,44,749,53,85,0,705,2020-05-20,5075
Tokyo,22056,2020,5,21,18,58,804,4073,256,42,655,40,85,24,613,2020-05-21,5133
Tokyo,22057,2020,5,22,18,3,684,4189,263,42,561,39,70,14,519,2020-05-22,5136
Tokyo,22058,2020,5,23,18,2,638,4229,271,43,529,29,70,10,486,2020-05-23,5138
Tokyo,22059,2020,5,24,18,14,633,4239,280,41,517,26,68,22,476,2020-05-24,5152
Tokyo,22060,2020,5,25,19,8,561,4311,288,39,474,24,47,16,435,2020-05-25,5160
Tokyo,22061,2020,5,26,19,10,499,4379,292,33,420,25,38,16,387,2020-05-26,5170
Tokyo,22062,2020,5,27,19,10,471,4413,296,31,394,23,37,17,363,2020-05-27,5180
Tokyo,22063,2020,5,28,19,15,453,4443,299,32,380,21,31,21,348,2020-05-28,5195
Tokyo,22064,2020,5,29,19,22,414,4501,302,31,342,18,26,28,311,2020-05-29,5217
Tokyo,22065,2020,5,30,19,14,419,4508,304,31,339,20,27,33,308,2020-05-30,5231
Tokyo,22066,2020,5,31,19,5,421,4510,305,28,346,20,27,28,318,2020-05-31,5236
Tokyo,22067,2020,6,1,20,13,405,4539,305,29,329,20,29,27,300,2020-06-01,5249
Tokyo,22068,2020,6,2,20,34,391,4586,306,26,312,25,13,41,286,2020-06-02,5283
Tokyo,22069,2020,6,3,20,12,366,4623,306,27,305,24,14,23,278,2020-06-03,5295
Tokyo,22070,2020,6,4,20,28,368,4648,307,27,290,25,15,38,263,2020-06-04,5323
Tokyo,22071,2020,6,5,20,20,347,4687,309,26,272,32,14,29,246,2020-06-05,5343
Tokyo,22072,2020,6,6,20,26,363,4695,311,26,269,38,15,41,243,2020-06-06,5369
Tokyo,22073,2020,6,7,20,14,376,4696,311,26,276,51,16,33,250,2020-06-07,5383
Tokyo,22074,2020,6,8,21,13,369,4716,311,24,281,50,13,25,257,2020-06-08,5396
Tokyo,22075,2020,6,9,21,12,339,4758,311,23,264,48,13,14,241,2020-06-09,5408
Tokyo,22076,2020,6,10,21,18,330,4785,311,22,256,43,12,19,234,2020-06-10,5426
Tokyo,22077,2020,6,11,21,22,313,4824,311,21,237,36,11,29,216,2020-06-11,5448
Tokyo,22078,2020,6,12,21,25,304,4856,313,23,228,38,8,30,205,2020-06-12,5473
Tokyo,22079,2020,6,13,21,24,321,4862,314,22,234,46,5,36,212,2020-06-13,5497
Tokyo,22080,2020,6,14,21,47,364,4866,314,19,241,47,5,71,222,2020-06-14,5544
Tokyo,22081,2020,6,15,22,48,391,4887,314,21,248,58,8,77,227,2020-06-15,5592
Tokyo,22082,2020,6,16,22,27,367,4936,316,22,229,64,32,42,207,2020-06-16,5619
Tokyo,22083,2020,6,17,22,14,338,4978,317,20,230,45,32,31,210,2020-06-17,5633
Tokyo,22084,2020,6,18,22,41,340,5017,317,19,220,40,30,50,201,2020-06-18,5674
Tokyo,22085,2020,6,19,22,35,318,5071,320,18,209,37,26,46,191,2020-06-19,5709
Tokyo,22086,2020,6,20,22,39,344,5084,320,18,204,50,25,65,186,2020-06-20,5748
Tokyo,22087,2020,6,21,22,35,363,5100,320,18,219,44,25,75,201,2020-06-21,5783
Tokyo,22088,2020,6,22,23,29,343,5148,321,19,231,38,26,48,212,2020-06-22,5812
Tokyo,22089,2020,6,23,23,28,334,5183,323,20,225,45,21,43,205,2020-06-23,5840
Tokyo,22090,2020,6,24,23,55,355,5215,325,20,215,49,24,67,195,2020-06-24,5895
Tokyo,22091,2020,6,25,23,48,360,5258,325,19,218,55,23,64,199,2020-06-25,5943
Tokyo,22092,2020,6,26,23,54,377,5295,325,17,223,59,24,71,206,2020-06-26,5997
Tokyo,22093,2020,6,27,23,57,409,5320,325,14,233,54,24,98,219,2020-06-27,6054
Tokyo,22094,2020,6,28,23,60,443,5346,325,13,242,61,24,116,229,2020-06-28,6114
Tokyo,22095,2020,6,29,24,57,451,5395,325,12,272,62,37,80,260,2020-06-29,6171
Tokyo,22096,2020,6,30,24,54,453,5447,325,10,264,71,38,80,254,2020-06-30,6225
Tokyo,22097,2020,7,1,24,67,493,5474,325,10,280,76,39,98,270,2020-07-01,6292
Tokyo,22098,2020,7,2,24,107,534,5540,325,9,296,75,33,130,287,2020-07-02,6399
Tokyo,22099,2020,7,3,24,124,616,5582,325,9,324,88,42,162,315,2020-07-03,6523
Tokyo,22100,2020,7,4,24,131,712,5617,325,9,346,108,55,203,337,2020-07-04,6654
Tokyo,22101,2020,7,5,24,111,798,5642,325,9,369,128,55,246,360,2020-07-05,6765
Tokyo,22102,2020,7,6,25,102,836,5706,325,8,419,138,94,185,411,2020-07-06,6867
Tokyo,22103,2020,7,7,25,106,876,5772,325,8,427,162,96,191,419,2020-07-07,6973
Tokyo,22104,2020,7,8,25,75,847,5876,325,6,444,163,96,144,438,2020-07-08,7048
Tokyo,22105,2020,7,9,25,224,968,5979,325,6,441,145,86,296,435,2020-07-09,7272
Tokyo,22106,2020,7,10,25,243,1096,6094,325,5,487,121,141,347,482,2020-07-10,7515
Tokyo,22107,2020,7,11,25,206,1227,6169,325,5,529,82,136,480,524,2020-07-11,7721
Tokyo,22108,2020,7,12,25,206,1379,6223,325,5,580,66,254,479,575,2020-07-12,7927
Tokyo,22109,2020,7,13,26,119,1385,6336,325,6,651,80,258,396,645,2020-07-13,8046
Tokyo,22110,2020,7,14,26,143,1392,6472,325,7,679,104,273,336,672,2020-07-14,8189
Tokyo,22111,2020,7,15,26,165,1420,6608,326,8,721,109,266,324,713,2020-07-15,8354
Tokyo,22112,2020,7,16,26,286,1543,6771,326,7,760,118,248,417,753,2020-07-16,8640
Tokyo,22113,2020,7,17,26,293,1698,6909,326,10,836,107,240,515,826,2020-07-17,8933
Tokyo,22114,2020,7,18,26,290,1894,7003,326,10,875,122,341,556,865,2020-07-18,9223
Tokyo,22115,2020,7,19,26,188,2028,7057,326,12,917,136,362,613,905,2020-07-19,9411
Tokyo,22116,2020,7,20,27,168,1940,7312,327,13,920,156,363,501,907,2020-07-20,9579
Tokyo,22117,2020,7,21,27,237,1976,7513,327,14,949,155,412,460,935,2020-07-21,9816
Tokyo,22118,2020,7,22,27,238,1960,7767,327,18,916,156,418,470,898,2020-07-22,10054
Tokyo,22119,2020,7,23,27,366,2241,7852,327,21,964,168,392,717,943,2020-07-23,10420
Tokyo,22120,2020,7,24,27,260,2439,7914,327,16,1040,165,389,845,1024,2020-07-24,10680
Tokyo,22121,2020,7,25,27,295,2681,7966,328,16,1105,157,404,1015,1089,2020-07-25,10975
Tokyo,22122,2020,7,26,27,239,2762,8124,328,18,1165,179,452,966,1147,2020-07-26,11214
Tokyo,22123,2020,7,27,28,131,2553,8464,328,19,1260,212,483,598,1241,2020-07-27,11345
Tokyo,22124,2020,7,28,28,266,2525,8758,328,21,1209,213,483,620,1188,2020-07-28,11611
Tokyo,22125,2020,7,29,28,250,2423,9109,329,22,1106,218,479,620,1084,2020-07-29,11861
Tokyo,22126,2020,7,30,28,367,2460,9438,330,22,1154,225,384,697,1132,2020-07-30,12228
Tokyo,22127,2020,7,31,28,463,2744,9615,332,16,1197,288,401,858,1181,2020-07-31,12691
Tokyo,22128,2020,8,1,28,472,3083,9748,332,15,1220,319,388,1156,1205,2020-08-01,13163
Tokyo,22129,2020,8,2,28,292,3332,9791,332,15,1315,396,389,1232,1300,2020-08-02,13455
Tokyo,22130,2020,8,3,29,258,3268,10112,333,15,1365,422,524,957,1350,2020-08-03,13713
Tokyo,22131,2020,8,4,29,309,3252,10437,333,22,1382,442,508,920,1360,2020-08-04,14022
Tokyo,22132,2020,8,5,29,263,3265,10687,333,21,1475,422,498,870,1454,2020-08-05,14285
Tokyo,22133,2020,8,6,29,360,3305,11007,333,21,1476,408,492,929,1455,2020-08-06,14645
Tokyo,22134,2020,8,7,29,462,3413,11361,333,23,1475,415,477,1046,1452,2020-08-07,15107
Tokyo,22135,2020,8,8,29,429,3594,11609,333,25,1509,428,532,1125,1484,2020-08-08,15536
Tokyo,22136,2020,8,9,29,331,3756,11778,333,23,1601,439,606,1110,1578,2020-08-09,15867
Tokyo,22137,2020,8,10,30,197,3760,11970,334,24,1682,443,588,1047,1658,2020-08-10,16064
Tokyo,22138,2020,8,11,30,188,3696,12220,336,22,1710,417,625,944,1688,2020-08-11,16252
Tokyo,22139,2020,8,12,30,222,3612,12526,336,21,1659,366,626,961,1638,2020-08-12,16474
Tokyo,22140,2020,8,13,30,206,3494,12848,338,21,1658,296,642,898,1637,2020-08-13,16680
Tokyo,22141,2020,8,14,30,389,3457,13274,338,24,1560,259,645,993,1536,2020-08-14,17069
Tokyo,22142,2020,8,15,30,385,3520,13596,338,23,1541,272,679,1028,1518,2020-08-15,17454
Tokyo,22143,2020,8,16,30,260,3615,13759,340,25,1605,288,693,1029,1580,2020-08-16,17714
Tokyo,22144,2020,8,17,31,161,3519,14015,341,27,1666,287,745,821,1639,2020-08-17,17875
Tokyo,22145,2020,8,18,31,207,3338,14400,344,31,1641,278,661,758,1610,2020-08-18,18082
Tokyo,22146,2020,8,19,31,186,3109,14812,347,32,1614,279,571,645,1582,2020-08-19,18268
Tokyo,22147,2020,8,20,31,339,3150,15109,348,36,1571,290,576,713,1535,2020-08-20,18607
Tokyo,22148,2020,8,21,31,258,3106,15409,350,33,1565,303,601,637,1532,2020-08-21,18865
Tokyo,22149,2020,8,22,31,256,3209,15562,350,37,1575,323,597,714,1538,2020-08-22,19121
Tokyo,22150,2020,8,23,31,212,3257,15726,350,39,1581,345,625,706,1542,2020-08-23,19333
Tokyo,22151,2020,8,24,32,95,3049,16027,352,38,1632,332,593,492,1594,2020-08-24,19428
Tokyo,22152,2020,8,25,32,182,2895,16361,354,34,1564,279,518,534,1530,2020-08-25,19610
Tokyo,22153,2020,8,26,32,236,2797,16693,356,31,1522,267,445,563,1491,2020-08-26,19846
Tokyo,22154,2020,8,27,32,250,2735,17005,356,31,1474,248,465,548,1443,2020-08-27,20096
Tokyo,22155,2020,8,28,32,226,2553,17411,358,30,1328,251,447,527,1298,2020-08-28,20322
Tokyo,22156,2020,8,29,32,247,2681,17530,358,32,1346,275,434,626,1314,2020-08-29,20569
Tokyo,22157,2020,8,30,32,148,2687,17670,360,34,1398,281,438,570,1364,2020-08-30,20717
Tokyo,22158,2020,8,31,33,100,2595,17859,363,32,1445,294,474,382,1413,2020-08-31,20817
Tokyo,22159,2020,9,1,33,170,2565,18058,364,29,1401,265,456,443,1372,2020-09-01,20987
Tokyo,22160,2020,9,2,33,141,2525,18239,364,29,1390,253,443,439,1361,2020-09-02,21128
Tokyo,22161,2020,9,3,33,211,2487,18487,365,27,1333,241,433,480,1306,2020-09-03,21339
Tokyo,22162,2020,9,4,33,136,2371,18735,369,28,1310,244,435,382,1282,2020-09-04,21475
Tokyo,22163,2020,9,5,33,181,2412,18875,369,27,1297,220,437,458,1270,2020-09-05,21656
Tokyo,22164,2020,9,6,33,116,2436,18967,369,27,1313,221,455,447,1286,2020-09-06,21772
Tokyo,22165,2020,9,7,34,77,2306,19171,372,24,1305,206,454,341,1281,2020-09-07,21849
Tokyo,22166,2020,9,8,34,170,2201,19440,378,21,1228,179,392,402,1207,2020-09-08,22019
Tokyo,22167,2020,9,9,34,149,2202,19587,379,24,1248,189,403,362,1224,2020-09-09,22168
Tokyo,22168,2020,9,10,34,276,2253,19812,379,23,1182,186,391,494,1159,2020-09-10,22444
Tokyo,22169,2020,9,11,34,187,2232,20019,380,24,1193,215,413,411,1169,2020-09-11,22631
Tokyo,22170,2020,9,12,34,226,2366,20109,382,23,1216,235,402,513,1193,2020-09-12,22857
Tokyo,22171,2020,9,13,34,146,2450,20171,382,24,1262,279,428,481,1238,2020-09-13,23003
Tokyo,22172,2020,9,14,35,80,2351,20348,384,22,1284,279,449,339,1262,2020-09-14,23083
Tokyo,22173,2020,9,15,35,191,2285,20603,386,21,1204,261,401,419,1183,2020-09-15,23274
Tokyo,22174,2020,9,16,35,163,2211,20837,389,23,1149,272,409,381,1126,2020-09-16,23437
Tokyo,22175,2020,9,17,35,171,2198,21021,389,27,1160,253,408,377,1133,2020-09-17,23608
Tokyo,22176,2020,9,18,35,220,2230,21208,390,26,1147,242,422,419,1121,2020-09-18,23828
Tokyo,22177,2020,9,19,35,218,2278,21378,390,25,1135,245,412,486,1110,2020-09-19,24046
Tokyo,22178,2020,9,20,35,162,2346,21472,390,27,1199,253,438,456,1172,2020-09-20,24208
Tokyo,22179,2020,9,21,36,98,2375,21540,391,27,1224,267,443,441,1197,2020-09-21,24306
Tokyo,22180,2020,9,22,36,88,2349,21654,391,30,1232,239,471,407,1202,2020-09-22,24394
Tokyo,22181,2020,9,23,36,59,2210,21851,392,28,1258,216,432,304,1230,2020-09-23,24453
Tokyo,22182,2020,9,24,36,195,2132,22121,395,29,1170,172,414,376,1141,2020-09-24,24648
Tokyo,22183,2020,9,25,36,195,2015,22429,399,30,1083,169,392,371,1053,2020-09-25,24843
Tokyo,22184,2020,9,26,36,270,2163,22550,400,29,1109,184,393,477,1080,2020-09-26,25113
Tokyo,22185,2020,9,27,36,144,2210,22647,400,29,1154,225,420,411,1125,2020-09-27,25257
Tokyo,22186,2020,9,28,37,78,2150,22779,406,26,1198,240,458,254,1172,2020-09-28,25335
Tokyo,22187,2020,9,29,37,212,2184,22956,407,23,1159,249,429,347,1136,2020-09-29,25547
Tokyo,22188,2020,9,30,37,191,2183,23147,408,21,1165,257,427,334,1144,2020-09-30,25738
Tokyo,22189,2020,10,1,37,235,2134,23430,409,22,1103,246,417,368,1081,2020-10-01,25973
Tokyo,22190,2020,10,2,37,196,2051,23709,409,22,1047,256,412,336,1025,2020-10-02,26169
Tokyo,22191,2020,10,3,37,207,2067,23898,411,25,1024,257,403,383,999,2020-10-03,26376
Tokyo,22192,2020,10,4,37,108,2110,23963,411,26,1070,278,435,327,1044,2020-10-04,26484
Tokyo,22193,2020,10,5,38,66,1985,24152,413,25,1057,266,422,240,1032,2020-10-05,26550
Tokyo,22194,2020,10,6,38,177,1934,24379,414,25,976,243,401,314,951,2020-10-06,26727
Tokyo,22195,2020,10,7,38,142,1868,24585,416,24,976,236,380,276,952,2020-10-07,26869
Tokyo,22196,2020,10,8,38,248,1927,24773,417,22,979,216,366,366,957,2020-10-08,27117
Tokyo,22197,2020,10,9,38,203,1913,24986,421,21,1006,238,344,325,985,2020-10-09,27320
Tokyo,22198,2020,10,10,38,249,2004,25144,421,24,1008,251,339,406,984,2020-10-10,27569
Tokyo,22199,2020,10,11,38,146,2085,25209,421,24,1085,305,357,338,1061,2020-10-11,27715
Tokyo,22200,2020,10,12,39,78,2014,25358,421,25,1116,308,378,212,1091,2020-10-12,27793
Tokyo,22201,2020,10,13,39,166,1974,25562,423,27,1083,294,325,272,1056,2020-10-13,27959
Tokyo,22202,2020,10,14,39,177,1865,25846,425,25,1008,301,272,284,983,2020-10-14,28136
Tokyo,22203,2020,10,15,39,284,1902,26091,427,25,1000,294,254,354,975,2020-10-15,28420
Tokyo,22204,2020,10,16,39,184,1867,26306,431,25,1002,332,234,299,977,2020-10-16,28604
Tokyo,22205,2020,10,17,39,235,1931,26474,434,23,997,334,235,365,974,2020-10-17,28839
Tokyo,22206,2020,10,18,39,132,1958,26577,436,24,1051,339,256,312,1027,2020-10-18,28971
Tokyo,22207,2020,10,19,40,75,1800,26810,436,24,1062,308,252,178,1038,2020-10-19,29046
Tokyo,22208,2020,10,20,40,139,1710,27038,437,24,982,295,219,214,958,2020-10-20,29185
Tokyo,22209,2020,10,21,40,150,1669,27227,439,24,990,268,202,209,966,2020-10-21,29335
Tokyo,22210,2020,10,22,40,185,1623,27455,442,24,944,242,187,250,920,2020-10-22,29520
Tokyo,22211,2020,10,23,40,186,1635,27626,445,23,964,220,200,251,941,2020-10-23,29706
Tokyo,22212,2020,10,24,40,203,1655,27809,445,25,945,226,191,293,920,2020-10-24,29909
Tokyo,22213,2020,10,25,40,124,1697,27889,447,28,980,252,201,264,952,2020-10-25,30033
Tokyo,22214,2020,10,26,41,94,1691,27986,450,29,1037,246,212,196,1008,2020-10-26,30127
Tokyo,22215,2020,10,27,41,158,1616,28218,451,33,934,261,192,229,901,2020-10-27,30285
Tokyo,22216,2020,10,28,41,171,1632,28373,451,30,951,263,177,241,921,2020-10-28,30456
Tokyo,22217,2020,10,29,41,221,1698,28526,453,29,969,249,173,307,940,2020-10-29,30677
Tokyo,22218,2020,10,30,41,204,1708,28718,455,31,973,258,202,275,942,2020-10-30,30881
Tokyo,22219,2020,10,31,41,215,1755,28886,455,33,943,283,206,323,910,2020-10-31,31096
